"rho","u","v","p","Mach","T","Points:0","Points:1","Points:2"
1.6063,604.95,80.085,1.5297e+05,1.6713,331.74,6.5,3.134,0
1.597,607.71,73.964,1.5169e+05,1.6789,330.86,6.6,3.134,0
1.5907,610.16,67.205,1.508e+05,1.6851,330.24,6.7,3.134,0
1.5873,612.28,59.831,1.5032e+05,1.6897,329.87,6.8,3.134,0
1.5866,614.09,51.909,1.5021e+05,1.693,329.76,6.9,3.134,0
1.5883,615.62,43.555,1.5042e+05,1.6952,329.87,7,3.134,0
1.5915,616.95,34.924,1.5086e+05,1.6966,330.15,7.1,3.134,0
1.5957,618.14,26.197,1.5143e+05,1.6977,330.54,7.2,3.134,0
1.5999,619.28,17.558,1.5203e+05,1.6989,330.97,7.3,3.134,0
1.6034,620.44,9.1786,1.5255e+05,1.7005,331.38,7.4,3.134,0
1.6056,621.67,1.2032,1.5292e+05,1.7027,331.74,7.5,3.134,0
1.6059,623.01,-6.2463,1.5306e+05,1.7059,331.99,7.6,3.134,0
1.6041,624.56,-13.09,1.5291e+05,1.7102,332.04,7.7,3.134,0
1.6,626.34,-19.296,1.5245e+05,1.7159,331.89,7.8,3.134,0
1.5937,628.34,-24.866,1.5168e+05,1.7229,331.52,7.9,3.134,0
1.5855,630.55,-29.822,1.5063e+05,1.731,330.95,8,3.134,0
1.5754,632.94,-34.201,1.4934e+05,1.7401,330.21,8.1,3.134,0
1.5638,635.47,-38.046,1.4784e+05,1.75,329.31,8.2,3.134,0
1.5511,638.1,-41.403,1.4617e+05,1.7605,328.28,8.3,3.134,0
1.5373,640.82,-44.317,1.4438e+05,1.7716,327.16,8.4,3.134,0
1.5229,643.58,-46.83,1.4249e+05,1.7829,325.95,8.5,3.134,0
1.508,646.35,-48.981,1.4055e+05,1.7945,324.69,8.6,3.134,0
1.4929,649.12,-50.803,1.3858e+05,1.8061,323.38,8.7,3.134,0
1.4776,651.85,-52.326,1.3661e+05,1.8177,322.06,8.8,3.134,0
1.4625,654.53,-53.577,1.3465e+05,1.8292,320.73,8.9,3.134,0
1.4475,657.14,-54.578,1.3272e+05,1.8405,319.41,9,3.134,0
1.4329,659.67,-55.346,1.3084e+05,1.8515,318.11,9.1,3.134,0
1.4187,662.1,-55.898,1.2903e+05,1.8621,316.83,9.2,3.134,0
1.405,664.42,-56.248,1.2728e+05,1.8724,315.59,9.3,3.134,0
1.3918,666.63,-56.406,1.2561e+05,1.8822,314.39,9.4,3.134,0
1.3793,668.71,-56.384,1.2402e+05,1.8914,313.24,9.5,3.134,0
1.3675,670.65,-56.189,1.2253e+05,1.9002,312.15,9.6,3.134,0
1.3563,672.47,-55.832,1.2112e+05,1.9084,311.1,9.7,3.134,0
1.3459,674.17,-55.32,1.1979e+05,1.9163,310.07,9.8,3.134,0
1.336,675.79,-54.67,1.1849e+05,1.9242,308.95,9.9,3.134,0
1.3313,676.6,-54.313,1.1784e+05,1.9282,308.35,10,3.134,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.8,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.9,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.1,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.2,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.3,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.4,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.5,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.6,3.1,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.7,3.1,0
1.2041,660,5e-07,1.0132e+05,1.9229,293.15,1.8,3.1,0
1.2041,660,1.25e-06,1.0132e+05,1.9229,293.15,1.9,3.1,0
1.2041,660,2e-06,1.0132e+05,1.9229,293.15,2,3.1,0
1.2041,660,3.75e-06,1.0132e+05,1.9229,293.15,2.1,3.106,0
1.2041,660,7.25e-06,1.0133e+05,1.9229,293.15,2.2,3.1121,0
1.2041,660,1.4e-05,1.0133e+05,1.9229,293.15,2.3,3.1181,0
1.2041,660,2.7e-05,1.0133e+05,1.9229,293.15,2.4,3.1241,0
1.2041,660,5.225e-05,1.0133e+05,1.9229,293.15,2.5,3.1301,0
1.2041,660,0.000102,1.0133e+05,1.9229,293.15,2.6,3.1362,0
1.2041,660,0.00019975,1.0133e+05,1.9229,293.15,2.7,3.1422,0
1.2041,660,0.00039075,1.0133e+05,1.9229,293.15,2.8,3.1482,0
1.2041,660,0.00076325,1.0133e+05,1.9229,293.15,2.9,3.1543,0
1.2041,660,0.001485,1.0133e+05,1.9229,293.15,3,3.1603,0
1.2041,660,0.0028705,1.0133e+05,1.9229,293.15,3.1,3.1663,0
1.2041,660,0.0055063,1.0133e+05,1.9229,293.16,3.2,3.1723,0
1.2041,659.99,0.010472,1.0133e+05,1.9228,293.16,3.3,3.1784,0
1.2042,659.98,0.019732,1.0134e+05,1.9228,293.17,3.4,3.1844,0
1.2043,659.97,0.036844,1.0135e+05,1.9227,293.18,3.5,3.1904,0
1.2044,659.94,0.068213,1.0137e+05,1.9225,293.21,3.6,3.1965,0
1.2046,659.89,0.12541,1.0141e+05,1.9222,293.27,3.7,3.2025,0
1.205,659.81,0.22959,1.0148e+05,1.9216,293.36,3.8,3.2085,0
1.2058,659.64,0.42043,1.0161e+05,1.9205,293.55,3.9,3.2145,0
1.2074,659.34,0.79889,1.0185e+05,1.9186,293.88,4,3.2206,0
1.2102,658.79,1.5142,1.023e+05,1.9151,294.46,4.1,3.2206,0
1.2154,657.85,2.7767,1.0306e+05,1.9093,295.41,4.2,3.2206,0
1.2241,656.27,4.9198,1.0434e+05,1.8999,296.93,4.3,3.2206,0
1.2385,653.73,8.3973,1.0639e+05,1.8854,299.23,4.4,3.2206,0
1.2611,649.83,13.741,1.0952e+05,1.8643,302.51,4.5,3.2206,0
1.2943,644.15,21.414,1.1405e+05,1.8354,306.9,4.6,3.2206,0
1.34,636.44,31.56,1.2017e+05,1.799,312.32,4.7,3.2206,0
1.3975,626.85,43.76,1.278e+05,1.757,318.45,4.8,3.2206,0
1.4631,616.06,57.008,1.3646e+05,1.713,324.77,4.9,3.2206,0
1.5309,605.18,70.006,1.4537e+05,1.6716,330.67,5,3.2206,0
1.594,595.38,81.595,1.5363e+05,1.6365,335.65,5.1,3.2206,0
1.6469,587.5,91.059,1.605e+05,1.6099,339.45,5.2,3.2206,0
1.6867,581.93,98.17,1.6561e+05,1.5919,342.01,5.3,3.2206,0
1.7132,578.6,103.05,1.6892e+05,1.5819,343.47,5.4,3.2206,0
1.7278,577.21,106,1.7063e+05,1.5783,344.03,5.5,3.2206,0
1.7326,577.36,107.36,1.7104e+05,1.5797,343.9,5.6,3.2206,0
1.7301,578.65,107.43,1.7049e+05,1.5845,343.28,5.7,3.2206,0
1.7225,580.74,106.46,1.6927e+05,1.5918,342.33,5.8,3.2206,0
1.7116,583.37,104.61,1.6762e+05,1.6006,341.18,5.9,3.2206,0
1.6988,586.3,101.99,1.6577e+05,1.6101,339.92,6,3.2206,0
1.6856,589.37,98.651,1.6387e+05,1.6198,338.66,6.1,3.2206,0
1.6729,592.44,94.615,1.6206e+05,1.6291,337.46,6.2,3.2206,0
1.6617,595.39,89.866,1.6047e+05,1.6377,336.4,6.3,3.2206,0
1.6526,598.15,84.378,1.5918e+05,1.6451,335.52,6.4,3.2206,0
1.6463,600.64,78.134,1.5826e+05,1.6512,334.87,6.5,3.2206,0
1.6428,602.83,71.146,1.5774e+05,1.6558,334.48,6.6,3.2206,0
1.6423,604.71,63.466,1.5764e+05,1.6589,334.35,6.7,3.2206,0
1.6443,606.3,55.201,1.5789e+05,1.6607,334.47,6.8,3.2206,0
1.6484,607.66,46.507,1.5844e+05,1.6616,334.78,6.9,3.2206,0
1.6537,608.85,37.581,1.5917e+05,1.6621,335.23,7,3.2206,0
1.6593,609.97,28.634,1.5995e+05,1.6626,335.75,7.1,3.2206,0
1.6642,611.11,19.871,1.6066e+05,1.6635,336.24,7.2,3.2206,0
1.6678,612.35,11.469,1.6119e+05,1.6652,336.65,7.3,3.2206,0
1.6693,613.73,3.5644,1.6148e+05,1.668,336.94,7.4,3.2206,0
1.6684,615.29,-3.7412,1.6145e+05,1.6719,337.06,7.5,3.2206,0
1.6649,617.1,-10.386,1.6106e+05,1.6772,336.97,7.6,3.2206,0
1.6587,619.17,-16.358,1.603e+05,1.6841,336.64,7.7,3.2206,0
1.6501,621.5,-21.677,1.592e+05,1.6922,336.07,7.8,3.2206,0
1.6393,624.04,-26.383,1.5779e+05,1.7016,335.29,7.9,3.2206,0
1.6267,626.76,-30.522,1.5612e+05,1.712,334.33,8,3.2206,0
1.6125,629.63,-34.147,1.5425e+05,1.7232,333.21,8.1,3.2206,0
1.5972,632.6,-37.309,1.5221e+05,1.735,331.97,8.2,3.2206,0
1.5809,635.64,-40.056,1.5005e+05,1.7472,330.64,8.3,3.2206,0
1.564,638.71,-42.431,1.4781e+05,1.7598,329.23,8.4,3.2206,0
1.5467,641.8,-44.474,1.4552e+05,1.7726,327.77,8.5,3.2206,0
1.5292,644.86,-46.219,1.4322e+05,1.7855,326.27,8.6,3.2206,0
1.5116,647.89,-47.694,1.4092e+05,1.7983,324.76,8.7,3.2206,0
1.4942,650.87,-48.925,1.3865e+05,1.811,323.24,8.8,3.2206,0
1.4771,653.77,-49.933,1.3642e+05,1.8234,321.74,8.9,3.2206,0
1.4603,656.58,-50.735,1.3425e+05,1.8357,320.25,9,3.2206,0
1.444,659.29,-51.346,1.3215e+05,1.8475,318.8,9.1,3.2206,0
1.4283,661.89,-51.778,1.3012e+05,1.859,317.38,9.2,3.2206,0
1.4131,664.37,-52.041,1.2819e+05,1.87,316.01,9.3,3.2206,0
1.3986,666.72,-52.143,1.2634e+05,1.8806,314.69,9.4,3.2206,0
1.3848,668.94,-52.093,1.2459e+05,1.8906,313.43,9.5,3.2206,0
1.3717,671.03,-51.895,1.2294e+05,1.9001,312.22,9.6,3.2206,0
1.3594,672.97,-51.558,1.2138e+05,1.909,311.06,9.7,3.2206,0
1.3478,674.79,-51.087,1.1991e+05,1.9175,309.93,9.8,3.2206,0
1.337,676.52,-50.498,1.1849e+05,1.926,308.74,9.9,3.2206,0
1.3317,677.37,-50.175,1.1778e+05,1.9303,308.11,10,3.2206,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.8,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.9,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.1,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.2,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.3,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.4,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.5,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.6,3.2,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.7,3.2,0
1.2041,660,2.5e-07,1.0132e+05,1.9229,293.15,1.8,3.2,0
1.2041,660,7.5e-07,1.0132e+05,1.9229,293.15,1.9,3.2,0
1.2041,660,1.25e-06,1.0132e+05,1.9229,293.15,2,3.2,0
1.2041,660,2.25e-06,1.0132e+05,1.9229,293.15,2.1,3.2054,0
1.2041,660,4.5e-06,1.0132e+05,1.9229,293.15,2.2,3.2107,0
1.2041,660,8.75e-06,1.0133e+05,1.9229,293.15,2.3,3.2161,0
1.2041,660,1.675e-05,1.0133e+05,1.9229,293.15,2.4,3.2214,0
1.2041,660,3.25e-05,1.0133e+05,1.9229,293.15,2.5,3.2268,0
1.2041,660,6.325e-05,1.0133e+05,1.9229,293.15,2.6,3.2322,0
1.2041,660,0.0001235,1.0133e+05,1.9229,293.15,2.7,3.2375,0
1.2041,660,0.00024175,1.0133e+05,1.9229,293.15,2.8,3.2429,0
1.2041,660,0.00047275,1.0133e+05,1.9229,293.15,2.9,3.2482,0
1.2041,660,0.00092075,1.0133e+05,1.9229,293.15,3,3.2536,0
1.2041,660,0.0017828,1.0133e+05,1.9229,293.15,3.1,3.2589,0
1.2041,660,0.003427,1.0133e+05,1.9229,293.15,3.2,3.2643,0
1.2041,659.99,0.0065348,1.0133e+05,1.9229,293.16,3.3,3.2697,0
1.2042,659.99,0.012354,1.0133e+05,1.9228,293.16,3.4,3.275,0
1.2042,659.98,0.023153,1.0134e+05,1.9228,293.17,3.5,3.2804,0
1.2043,659.96,0.04305,1.0135e+05,1.9227,293.19,3.6,3.2857,0
1.2044,659.93,0.079534,1.0138e+05,1.9224,293.22,3.7,3.2911,0
1.2047,659.88,0.1464,1.0142e+05,1.9221,293.29,3.8,3.2965,0
1.2052,659.77,0.26962,1.0151e+05,1.9214,293.41,3.9,3.3018,0
1.2062,659.57,0.51349,1.0166e+05,1.9201,293.62,4,3.3072,0
1.2081,659.22,0.9754,1.0195e+05,1.9178,294,4.1,3.3072,0
1.2114,658.61,1.7977,1.0245e+05,1.914,294.63,4.2,3.3072,0
1.2171,657.57,3.2119,1.033e+05,1.9077,295.66,4.3,3.3072,0
1.2267,655.87,5.553,1.0468e+05,1.8977,297.27,4.4,3.3072,0
1.2421,653.2,9.2596,1.0684e+05,1.8826,299.64,4.5,3.3072,0
1.2656,649.19,14.818,1.1008e+05,1.8611,302.97,4.6,3.3072,0
1.2994,643.48,22.612,1.1466e+05,1.8323,307.33,4.7,3.3072,0
1.3448,635.9,32.694,1.2072e+05,1.7968,312.62,4.8,3.3072,0
1.4009,626.65,44.593,1.2814e+05,1.7564,318.51,4.9,3.3072,0
1.464,616.43,57.335,1.3643e+05,1.7148,324.52,5,3.3072,0
1.5283,606.24,69.726,1.4486e+05,1.6759,330.09,5.1,3.3072,0
1.5879,597.12,80.729,1.5263e+05,1.643,334.78,5.2,3.3072,0
1.6379,589.81,89.705,1.5911e+05,1.618,338.37,5.3,3.3072,0
1.676,584.59,96.447,1.6398e+05,1.601,340.82,5.4,3.3072,0
1.7019,581.43,101.05,1.6722e+05,1.5913,342.27,5.5,3.3072,0
1.7171,580.02,103.76,1.6902e+05,1.5873,342.9,5.6,3.3072,0
1.7237,580.01,104.87,1.6968e+05,1.5877,342.92,5.7,3.3072,0
1.7239,581.02,104.62,1.695e+05,1.5912,342.52,5.8,3.3072,0
1.7199,582.73,103.2,1.6878e+05,1.5967,341.85,5.9,3.3072,0
1.7136,584.87,100.74,1.6777e+05,1.6031,341.06,6,3.3072,0
1.7067,587.2,97.302,1.667e+05,1.6096,340.26,6.1,3.3072,0
1.7003,589.57,92.915,1.6573e+05,1.6158,339.54,6.2,3.3072,0
1.6957,591.83,87.586,1.6501e+05,1.621,338.98,6.3,3.3072,0
1.6934,593.89,81.333,1.6463e+05,1.625,338.64,6.4,3.3072,0
1.6939,595.69,74.203,1.6464e+05,1.6275,338.56,6.5,3.3072,0
1.6971,597.22,66.293,1.6503e+05,1.6288,338.73,6.6,3.3072,0
1.7026,598.51,57.759,1.6576e+05,1.6289,339.11,6.7,3.3072,0
1.7096,599.62,48.809,1.6672e+05,1.6285,339.67,6.8,3.3072,0
1.7172,600.64,39.681,1.6778e+05,1.6279,340.3,6.9,3.3072,0
1.7244,601.67,30.618,1.6879e+05,1.6277,340.94,7,3.3072,0
1.73,602.8,21.839,1.6962e+05,1.6284,341.49,7.1,3.3072,0
1.7335,604.12,13.521,1.7015e+05,1.6303,341.89,7.2,3.3072,0
1.7342,605.67,5.789,1.7033e+05,1.6337,342.1,7.3,3.3072,0
1.7319,607.47,-1.28,1.701e+05,1.6384,342.09,7.4,3.3072,0
1.7266,609.54,-7.6474,1.6944e+05,1.6447,341.85,7.5,3.3072,0
1.7182,611.92,-13.319,1.6836e+05,1.6527,341.33,7.6,3.3072,0
1.7072,614.56,-18.334,1.669e+05,1.662,340.56,7.7,3.3072,0
1.6939,617.43,-22.744,1.6512e+05,1.6726,339.58,7.8,3.3072,0
1.6786,620.49,-26.608,1.6307e+05,1.6841,338.41,7.9,3.3072,0
1.6619,623.68,-29.982,1.6082e+05,1.6965,337.09,8,3.3072,0
1.644,626.97,-32.922,1.5841e+05,1.7094,335.66,8.1,3.3072,0
1.6253,630.32,-35.477,1.5589e+05,1.7229,334.13,8.2,3.3072,0
1.606,633.69,-37.692,1.5331e+05,1.7365,332.54,8.3,3.3072,0
1.5864,637.07,-39.606,1.5068e+05,1.7504,330.89,8.4,3.3072,0
1.5666,640.42,-41.251,1.4806e+05,1.7643,329.22,8.5,3.3072,0
1.5469,643.72,-42.655,1.4545e+05,1.7782,327.54,8.6,3.3072,0
1.5274,646.97,-43.842,1.4288e+05,1.7919,325.86,8.7,3.3072,0
1.5082,650.13,-44.833,1.4036e+05,1.8055,324.19,8.8,3.3072,0
1.4895,653.21,-45.642,1.3791e+05,1.8187,322.55,8.9,3.3072,0
1.4712,656.18,-46.284,1.3554e+05,1.8317,320.94,9,3.3072,0
1.4535,659.04,-46.77,1.3325e+05,1.8443,319.36,9.1,3.3072,0
1.4364,661.78,-47.109,1.3105e+05,1.8564,317.83,9.2,3.3072,0
1.42,664.39,-47.308,1.2895e+05,1.8681,316.35,9.3,3.3072,0
1.4044,666.87,-47.374,1.2696e+05,1.8793,314.93,9.4,3.3072,0
1.3895,669.2,-47.31,1.2507e+05,1.8899,313.57,9.5,3.3072,0
1.3753,671.4,-47.123,1.2328e+05,1.9,312.26,9.6,3.3072,0
1.362,673.45,-46.816,1.216e+05,1.9095,311.02,9.7,3.3072,0
1.3495,675.37,-46.396,1.2001e+05,1.9186,309.81,9.8,3.3072,0
1.3377,677.2,-45.874,1.1848e+05,1.9275,308.55,9.9,3.3072,0
1.332,678.09,-45.59,1.1773e+05,1.9321,307.9,10,3.3072,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.8,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.9,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.1,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.2,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.3,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.4,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.5,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.6,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.7,3.3,0
1.2041,660,0,1.0132e+05,1.9229,293.15,1.8,3.3,0
1.2041,660,2.5e-07,1.0132e+05,1.9229,293.15,1.9,3.3,0
1.2041,660,7.5e-07,1.0132e+05,1.9229,293.15,2,3.3,0
1.2041,660,1.5e-06,1.0132e+05,1.9229,293.15,2.1,3.3047,0
1.2041,660,3e-06,1.0132e+05,1.9229,293.15,2.2,3.3094,0
1.2041,660,5.5e-06,1.0132e+05,1.9229,293.15,2.3,3.3141,0
1.2041,660,1.05e-05,1.0133e+05,1.9229,293.15,2.4,3.3188,0
1.2041,660,2.025e-05,1.0133e+05,1.9229,293.15,2.5,3.3234,0
1.2041,660,3.925e-05,1.0133e+05,1.9229,293.15,2.6,3.3281,0
1.2041,660,7.675e-05,1.0133e+05,1.9229,293.15,2.7,3.3328,0
1.2041,660,0.00015025,1.0133e+05,1.9229,293.15,2.8,3.3375,0
1.2041,660,0.00029375,1.0133e+05,1.9229,293.15,2.9,3.3422,0
1.2041,660,0.0005725,1.0133e+05,1.9229,293.15,3,3.3469,0
1.2041,660,0.0011105,1.0133e+05,1.9229,293.15,3.1,3.3516,0
1.2041,660,0.0021395,1.0133e+05,1.9229,293.15,3.2,3.3563,0
1.2041,660,0.00409,1.0133e+05,1.9229,293.15,3.3,3.361,0
1.2041,659.99,0.0077552,1.0133e+05,1.9228,293.16,3.4,3.3656,0
1.2042,659.99,0.014587,1.0133e+05,1.9228,293.16,3.5,3.3703,0
1.2042,659.98,0.027235,1.0134e+05,1.9227,293.18,3.6,3.375,0
1.2043,659.96,0.050547,1.0136e+05,1.9226,293.2,3.7,3.3797,0
1.2045,659.92,0.093508,1.0139e+05,1.9224,293.24,3.8,3.3844,0
1.2048,659.85,0.1731,1.0144e+05,1.9219,293.31,3.9,3.3891,0
1.2054,659.73,0.33015,1.0154e+05,1.9211,293.46,4,3.3938,0
1.2066,659.5,0.6279,1.0173e+05,1.9196,293.7,4.1,3.3938,0
1.2088,659.1,1.1614,1.0206e+05,1.9171,294.12,4.2,3.3938,0
1.2125,658.42,2.0881,1.0261e+05,1.9129,294.81,4.3,3.3938,0
1.2189,657.29,3.6445,1.0353e+05,1.9061,295.91,4.4,3.3938,0
1.2292,655.49,6.1621,1.05e+05,1.8956,297.58,4.5,3.3938,0
1.2454,652.72,10.058,1.0726e+05,1.8801,300.01,4.6,3.3938,0
1.2696,648.64,15.771,1.1057e+05,1.8584,303.35,4.7,3.3938,0
1.3037,642.95,23.609,1.1516e+05,1.83,307.65,4.8,3.3938,0
1.3486,635.55,33.55,1.2112e+05,1.7954,312.79,4.9,3.3938,0
1.4031,626.69,45.091,1.283e+05,1.7568,318.44,5,3.3938,0
1.4636,617.02,57.299,1.3624e+05,1.7173,324.15,5.1,3.3938,0
1.5249,607.46,69.078,1.4424e+05,1.6807,329.43,5.2,3.3938,0
1.5815,598.93,79.487,1.5162e+05,1.6497,333.88,5.3,3.3938,0
1.6296,592.06,87.942,1.5782e+05,1.6258,337.33,5.4,3.3938,0
1.6669,587.08,94.232,1.6258e+05,1.6092,339.76,5.5,3.3938,0
1.6935,583.95,98.41,1.6591e+05,1.5991,341.28,5.6,3.3938,0
1.7109,582.38,100.66,1.6801e+05,1.594,342.1,5.7,3.3938,0
1.7209,582.04,101.21,1.6915e+05,1.5926,342.4,5.8,3.3938,0
1.7261,582.56,100.22,1.6964e+05,1.5936,342.38,5.9,3.3938,0
1.7285,583.63,97.855,1.698e+05,1.5958,342.21,6,3.3938,0
1.73,584.99,94.188,1.6986e+05,1.5982,342.03,6.1,3.3938,0
1.7321,586.42,89.29,1.7003e+05,1.6002,341.95,6.2,3.3938,0
1.7359,587.79,83.232,1.7045e+05,1.6013,342.04,6.3,3.3938,0
1.7419,588.99,76.12,1.712e+05,1.6012,342.36,6.4,3.3938,0
1.75,590.02,68.114,1.7228e+05,1.6001,342.9,6.5,3.3938,0
1.7599,590.88,59.434,1.7362e+05,1.5982,343.62,6.6,3.3938,0
1.7706,591.66,50.347,1.7509e+05,1.5962,344.44,6.7,3.3938,0
1.7809,592.45,41.139,1.7654e+05,1.5944,345.28,6.8,3.3938,0
1.7898,593.36,32.082,1.7782e+05,1.5936,346.05,6.9,3.3938,0
1.7963,594.47,23.407,1.7878e+05,1.5941,346.66,7,3.3938,0
1.7997,595.86,15.286,1.7931e+05,1.5962,347.04,7.1,3.3938,0
1.7995,597.57,7.826,1.7935e+05,1.6001,347.17,7.2,3.3938,0
1.7957,599.61,1.0806,1.789e+05,1.6057,347.03,7.3,3.3938,0
1.7884,601.96,-4.9372,1.7796e+05,1.613,346.62,7.4,3.3938,0
1.7778,604.64,-10.251,1.7654e+05,1.6219,345.92,7.5,3.3938,0
1.7643,607.6,-14.915,1.7472e+05,1.6324,344.97,7.6,3.3938,0
1.7485,610.79,-18.993,1.7256e+05,1.6441,343.79,7.7,3.3938,0
1.7307,614.16,-22.55,1.7013e+05,1.6567,342.44,7.8,3.3938,0
1.7115,617.67,-25.649,1.6751e+05,1.6702,340.93,7.9,3.3938,0
1.6912,621.26,-28.345,1.6473e+05,1.6842,339.32,8,3.3938,0
1.6701,624.9,-30.689,1.6186e+05,1.6986,337.62,8.1,3.3938,0
1.6485,628.56,-32.725,1.5894e+05,1.7132,335.85,8.2,3.3938,0
1.6267,632.21,-34.49,1.5599e+05,1.7281,334.05,8.3,3.3938,0
1.6048,635.82,-36.015,1.5305e+05,1.7429,332.23,8.4,3.3938,0
1.5831,639.39,-37.327,1.5015e+05,1.7577,330.39,8.5,3.3938,0
1.5616,642.88,-38.449,1.4729e+05,1.7724,328.57,8.6,3.3938,0
1.5405,646.29,-39.398,1.4449e+05,1.7868,326.75,8.7,3.3938,0
1.5198,649.61,-40.19,1.4178e+05,1.8011,324.96,8.8,3.3938,0
1.4997,652.83,-40.838,1.3915e+05,1.8149,323.21,8.9,3.3938,0
1.4802,655.93,-41.35,1.3661e+05,1.8285,321.49,9,3.3938,0
1.4614,658.9,-41.737,1.3417e+05,1.8416,319.82,9.1,3.3938,0
1.4433,661.76,-42.003,1.3183e+05,1.8543,318.2,9.2,3.3938,0
1.4259,664.47,-42.155,1.296e+05,1.8665,316.64,9.3,3.3938,0
1.4092,667.05,-42.196,1.2748e+05,1.8782,315.13,9.4,3.3938,0
1.3934,669.49,-42.13,1.2547e+05,1.8894,313.69,9.5,3.3938,0
1.3784,671.78,-41.961,1.2358e+05,1.8999,312.3,9.6,3.3938,0
1.3643,673.92,-41.69,1.2179e+05,1.91,310.98,9.7,3.3938,0
1.3509,675.92,-41.324,1.201e+05,1.9195,309.7,9.8,3.3938,0
1.3384,677.82,-40.873,1.1849e+05,1.9289,308.4,9.9,3.3938,0
1.3323,678.75,-40.629,1.1769e+05,1.9336,307.73,10,3.3938,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0,3.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.1,3.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.2,3.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.3,3.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.4,3.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.5,3.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.6,3.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.7,3.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.8,3.4,0
1.2041,660,0,1.0132e+05,1.9229,293.15,0.9,3.4,0
